A_NAS_ID,User_ID,IP_Address,Action,Dated,Browser_Used,NASReport_ID
3093,19,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-01-18 15:40:49.000,Chrome,60
3094,19,59.100.129.30,Disapproved report 09. Ogone Deposit Posting Report.,2022-01-18 15:40:51.000,Chrome,60
3095,19,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-01-18 15:40:52.000,Chrome,60
3096,19,59.100.129.30,Disapproved report 08.1. NA16.,2022-01-18 15:40:53.000,Chrome,60
3097,19,59.100.129.30,Approved report 08.1. NA16.,2022-01-18 15:40:54.000,Chrome,60
3098,19,59.100.129.30,Disapproved report 08. PM/ PX Accounts.,2022-01-18 15:40:54.000,Chrome,60
3099,19,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-01-18 15:40:55.000,Chrome,60
3100,19,59.100.129.30,Disapproved report 07. Rate Check Report.,2022-01-18 15:40:56.000,Chrome,60
3101,19,59.100.129.30,Approved report 07. Rate Check Report.,2022-01-18 15:40:57.000,Chrome,60
3102,19,59.100.129.30,Disapproved report 06. Complimentary Room Report.,2022-01-18 15:40:58.000,Chrome,60
3103,19,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-01-18 15:40:58.000,Chrome,60
3104,19,59.100.129.30,Disapproved report 06. Complimentary Room Report.,2022-01-18 15:41:00.000,Chrome,60
3105,19,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-01-18 15:41:01.000,Chrome,60
3106,19,59.100.129.30,Disapproved report 05. Out of Order/ Service Room.,2022-01-18 15:41:01.000,Chrome,60
3107,19,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-01-18 15:41:02.000,Chrome,60
3108,19,59.100.129.30,Disapproved report 04. No Show Rooms.,2022-01-18 15:41:03.000,Chrome,60
3109,19,59.100.129.30,Approved report 04. No Show Rooms.,2022-01-18 15:41:04.000,Chrome,60
3110,19,59.100.129.30,Disapproved report 03. Adjustment & Corrections.,2022-01-18 15:41:04.000,Chrome,60
3111,19,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-01-18 15:41:05.000,Chrome,60
3112,19,59.100.129.30,Disapproved report 02. Front Office Paid Out Report.,2022-01-18 15:41:06.000,Chrome,60
3113,19,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-01-18 15:41:06.000,Chrome,60
3114,19,59.100.129.30,Disapproved report 01. Credit Limit Report.,2022-01-18 15:41:07.000,Chrome,60
3115,19,59.100.129.30,Approved report 01. Credit Limit Report.,2022-01-18 15:41:08.000,Chrome,60
3116,5,59.100.129.30,Created the summary report.,2022-01-19 02:38:12.000,Chrome,81
3117,5,59.100.129.30,Approved report 01. Credit Limit Report.,2022-01-19 02:57:48.000,Chrome,81
3118,5,59.100.129.30,Commented `Nil` in Report 02. Front Office Paid Out Report.,2022-01-19 02:57:54.000,Chrome,81
3119,5,59.100.129.30,Edited Adjustment and Correction details.,2022-01-19 02:58:29.000,Chrome,81
3120,5,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-01-19 02:58:31.000,Chrome,81
3121,5,59.100.129.30,Commented `#561042 Jason & Susan Macklin` in Report 04. No Show Rooms.,2022-01-19 02:59:06.000,Chrome,81
3122,5,59.100.129.30,"Commented `31 x Leave Rooms, 2 x Maintenance Issues & 1 x Show Room` in Report 05. Out of Order/ Service Room.",2022-01-19 02:59:56.000,Chrome,81
3123,5,59.100.129.30,Commented `Nil` in Report 06. Complimentary Room Report.,2022-01-19 03:00:27.000,Chrome,81
3124,5,59.100.129.30,Commented `DAF Night: Nil` in Report 07. Rate Check Report.,2022-01-19 03:00:37.000,Chrome,81
3125,5,59.100.129.30,Edited PM/PX Accounts details.,2022-01-19 03:00:43.000,Chrome,81
3126,5,59.100.129.30,Commented `4 x Credit & 4 x Debit` in Report 08. PM/ PX Accounts.,2022-01-19 03:01:03.000,Chrome,81
3127,5,59.100.129.30,Approved report 08.1. NA16.,2022-01-19 03:01:11.000,Chrome,81
3128,5,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-01-19 03:01:29.000,Chrome,81
3129,5,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-01-19 03:01:31.000,Chrome,81
3130,5,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-01-19 03:01:44.000,Chrome,81
3131,5,59.100.129.30,Commented `$2000 in balance` in Report 12. DM Float Log.,2022-01-19 03:02:49.000,Chrome,81
3132,5,59.100.129.30,"Commented `Total Revenue: $4227
Occupancy: 12.5%
ADR: $117.16` in Report 13. DMR.",2022-01-19 03:03:17.000,Chrome,81
3133,5,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-01-19 03:03:20.000,Chrome,81
3134,5,59.100.129.30,Approved report 15. Checklists.,2022-01-19 03:03:23.000,Chrome,81
3135,5,59.100.129.30,Commented `No Transaction` in Report 16. Loyalty Points Audit.,2022-01-19 03:03:29.000,Chrome,81
3136,5,59.100.129.30,Submitted the summary report.,2022-01-19 03:03:49.000,Chrome,81
3137,21,59.100.129.30,Created the summary report.,2022-01-19 04:16:27.000,Chrome,82
3138,21,59.100.129.30,Commented `Accounts covered by credit card + pre auth  ` in Report 01. Credit Limit Report.,2022-01-19 04:18:24.000,Chrome,82
3139,21,59.100.129.30,Commented `No FO Paidout` in Report 02. Front Office Paid Out Report.,2022-01-19 04:18:42.000,Chrome,82
3140,21,59.100.129.30,Edited Adjustment and Correction details.,2022-01-19 04:20:30.000,Chrome,82
3141,21,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-01-19 04:20:33.000,Chrome,82
3142,21,59.100.129.30,Commented `No No Shows` in Report 04. No Show Rooms.,2022-01-19 04:20:51.000,Chrome,82
3143,21,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-01-19 04:21:19.000,Chrome,82
3144,21,59.100.129.30,Edited Complimentary Room details.,2022-01-19 04:21:31.000,Chrome,82
3145,21,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-01-19 04:21:33.000,Chrome,82
3146,21,59.100.129.30,Commented `All rates are correct` in Report 07. Rate Check Report.,2022-01-19 04:22:25.000,Chrome,82
3147,21,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-01-19 04:23:01.000,Chrome,82
3148,21,59.100.129.30,Approved report 08.1. NA16.,2022-01-19 04:23:07.000,Chrome,82
3149,21,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-01-19 04:23:39.000,Chrome,82
3150,21,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-01-19 04:24:19.000,Chrome,82
3151,21,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-01-19 04:24:21.000,Chrome,82
3152,21,59.100.129.30,Commented `Balance` in Report 12. DM Float Log.,2022-01-19 04:25:26.000,Chrome,82
3153,21,59.100.129.30,Approved report 13. DMR.,2022-01-19 04:26:00.000,Chrome,82
3154,21,59.100.129.30,Edited F&B Comp. & Void Audit details.,2022-01-19 04:26:33.000,Chrome,82
3155,21,59.100.129.30,Commented `No missing dockets charge to FO ` in Report 14. F & B Comp. & Void Audit.,2022-01-19 04:26:52.000,Chrome,82
3156,21,59.100.129.30,Approved report 15. Checklists.,2022-01-19 04:27:54.000,Chrome,82
3157,21,59.100.129.30,Commented `1 Manual transactions ` in Report 16. Loyalty Points Audit.,2022-01-19 04:29:20.000,Chrome,82
3158,21,59.100.129.30,Commented `All accounts covered by credit card + pre auth  ` in Report 01. Credit Limit Report.,2022-01-19 04:30:28.000,Chrome,82
3159,21,59.100.129.30,Submitted the summary report.,2022-01-19 04:31:15.000,Chrome,82
3160,24,59.100.129.30,Approved report 01. Credit Limit Report.,2022-01-19 11:54:33.000,Chrome,39
3161,24,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-01-19 11:54:34.000,Chrome,39
3162,24,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-01-19 11:54:35.000,Chrome,39
3163,24,59.100.129.30,Approved report 04. No Show Rooms.,2022-01-19 11:54:38.000,Chrome,39
3164,24,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-01-19 11:54:39.000,Chrome,39
3165,24,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-01-19 11:54:40.000,Chrome,39
3166,24,59.100.129.30,Disapproved report 05. Out of Order/ Service Room.,2022-01-19 11:54:41.000,Chrome,39
3167,24,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-01-19 11:54:41.000,Chrome,39
3168,24,59.100.129.30,Approved report 07. Rate Check Report.,2022-01-19 11:54:45.000,Chrome,39
3169,24,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-01-19 11:54:46.000,Chrome,39
3170,24,59.100.129.30,Approved report 08.1. NA16.,2022-01-19 11:54:48.000,Chrome,39
3171,24,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-01-19 11:54:49.000,Chrome,39
3172,24,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-01-19 11:54:51.000,Chrome,39
3173,24,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-01-19 11:54:52.000,Chrome,39
3174,24,59.100.129.30,Approved report 12. DM Float Log.,2022-01-19 11:54:53.000,Chrome,39
3175,24,59.100.129.30,Approved report 13. DMR.,2022-01-19 11:54:54.000,Chrome,39
3176,24,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-01-19 11:54:55.000,Chrome,39
3177,24,59.100.129.30,Approved report 15. Checklists.,2022-01-19 11:54:57.000,Chrome,39
3178,24,59.100.129.30,Approved report 16. Loyalty Points Audit.,2022-01-19 11:54:58.000,Chrome,39
3179,24,59.100.129.30,Approved the summary report.,2022-01-19 11:55:00.000,Chrome,39
3180,24,59.100.129.30,Approved report 01. Credit Limit Report.,2022-01-19 11:55:10.000,Chrome,41
3181,24,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-01-19 11:55:12.000,Chrome,41
3182,24,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-01-19 11:55:12.000,Chrome,41
3183,24,59.100.129.30,Approved report 04. No Show Rooms.,2022-01-19 11:55:13.000,Chrome,41
3184,24,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-01-19 11:55:15.000,Chrome,41
3185,24,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-01-19 11:55:16.000,Chrome,41
3186,24,59.100.129.30,Approved report 07. Rate Check Report.,2022-01-19 11:55:18.000,Chrome,41
3187,24,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-01-19 11:55:18.000,Chrome,41
3188,24,59.100.129.30,Approved report 08.1. NA16.,2022-01-19 11:55:19.000,Chrome,41
3189,24,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-01-19 11:55:21.000,Chrome,41
3190,24,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-01-19 11:55:23.000,Chrome,41
3191,24,59.100.129.30,Approved report 13. DMR.,2022-01-19 11:55:24.000,Chrome,41
3192,24,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-01-19 11:55:25.000,Chrome,41
3193,24,59.100.129.30,Approved report 12. DM Float Log.,2022-01-19 11:55:26.000,Chrome,41
3194,24,59.100.129.30,Approved report 15. Checklists.,2022-01-19 11:55:27.000,Chrome,41
3195,24,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-01-19 11:55:28.000,Chrome,41
3196,24,59.100.129.30,Approved report 16. Loyalty Points Audit.,2022-01-19 11:55:29.000,Chrome,41
3197,24,59.100.129.30,Disapproved report 16. Loyalty Points Audit.,2022-01-19 11:55:41.000,Chrome,41
3198,24,59.100.129.30,Approved report 16. Loyalty Points Audit.,2022-01-19 11:55:41.000,Chrome,41
3199,24,59.100.129.30,Approved the summary report.,2022-01-19 11:56:39.000,Chrome,41
3200,19,59.100.129.30,Approved the summary report.,2022-01-19 12:35:30.000,Chrome,60
3201,19,59.100.129.30,Approved report 01. Credit Limit Report.,2022-01-19 12:41:23.000,Chrome,82
3202,19,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-01-19 12:41:24.000,Chrome,82
3203,19,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-01-19 12:41:25.000,Chrome,82
3204,19,59.100.129.30,Approved report 04. No Show Rooms.,2022-01-19 12:41:26.000,Chrome,82
3205,19,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-01-19 12:41:27.000,Chrome,82
3206,19,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-01-19 12:41:28.000,Chrome,82
3207,19,59.100.129.30,Approved report 07. Rate Check Report.,2022-01-19 12:41:33.000,Chrome,82
3208,19,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-01-19 12:41:34.000,Chrome,82
3209,19,59.100.129.30,Approved report 08.1. NA16.,2022-01-19 12:41:35.000,Chrome,82
3210,19,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-01-19 12:41:36.000,Chrome,82
3211,19,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-01-19 12:41:37.000,Chrome,82
3212,19,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-01-19 12:41:39.000,Chrome,82
3213,19,59.100.129.30,Approved report 12. DM Float Log.,2022-01-19 12:41:41.000,Chrome,82
3214,19,59.100.129.30,Approved report 13. DMR.,2022-01-19 12:41:42.000,Chrome,82
3215,19,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-01-19 12:41:43.000,Chrome,82
3216,19,59.100.129.30,Approved report 15. Checklists.,2022-01-19 12:41:45.000,Chrome,82
3217,19,59.100.129.30,Approved report 16. Loyalty Points Audit.,2022-01-19 12:41:46.000,Chrome,82
3218,19,59.100.129.30,Commented `1 x manual points credited are ok. ` in Report 16. Loyalty Points Audit.,2022-01-19 12:42:40.000,Chrome,82
3219,19,59.100.129.30,Approved the summary report.,2022-01-19 12:42:44.000,Chrome,82
3220,9,59.100.129.30,Approved report 01. Credit Limit Report.,2022-01-19 16:19:56.000,Chrome,43
3221,9,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-01-19 16:20:25.000,Chrome,43
3222,9,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-01-19 16:21:59.000,Chrome,43
3223,9,59.100.129.30,Approved report 04. No Show Rooms.,2022-01-19 16:22:02.000,Chrome,43
3224,9,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-01-19 16:22:04.000,Chrome,43
3225,9,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-01-19 16:22:29.000,Chrome,43
3226,9,59.100.129.30,Approved report 07. Rate Check Report.,2022-01-19 16:22:36.000,Chrome,43
3227,9,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-01-19 16:22:37.000,Chrome,43
3228,9,59.100.129.30,Approved report 08.1. NA16.,2022-01-19 16:22:41.000,Chrome,43
3229,9,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-01-19 16:22:46.000,Chrome,43
3230,9,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-01-19 16:22:49.000,Chrome,43
3231,9,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-01-19 16:22:51.000,Chrome,43
3232,9,59.100.129.30,Approved report 12. DM Float Log.,2022-01-19 16:22:54.000,Chrome,43
3233,9,59.100.129.30,Approved report 13. DMR.,2022-01-19 16:23:00.000,Chrome,43
3234,9,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-01-19 16:23:02.000,Chrome,43
3235,9,59.100.129.30,Approved report 15. Checklists.,2022-01-19 16:23:03.000,Chrome,43
3236,9,59.100.129.30,Approved report 16. Loyalty Points Audit.,2022-01-19 16:23:05.000,Chrome,43
3237,9,59.100.129.30,Approved the summary report.,2022-01-19 16:23:33.000,Chrome,43
3238,9,59.100.129.30,Approved report 01. Credit Limit Report.,2022-01-19 16:30:27.000,Chrome,45
3239,9,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-01-19 16:30:32.000,Chrome,45
3240,21,59.100.129.30,Created the summary report.,2022-01-20 05:09:42.000,Chrome,83
3241,21,59.100.129.30,"Commented `Gateway is down, no credit card payments and pre auth were taken.` in Report 01. Credit Limit Report.",2022-01-20 05:11:36.000,Chrome,83
3242,21,59.100.129.30,Commented `No FO Paidout` in Report 02. Front Office Paid Out Report.,2022-01-20 05:11:58.000,Chrome,83
3243,21,59.100.129.30,Edited Adjustment and Correction details.,2022-01-20 05:24:17.000,Chrome,83
3244,21,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-01-20 05:24:19.000,Chrome,83
3245,21,59.100.129.30,Approved report 04. No Show Rooms.,2022-01-20 05:24:21.000,Chrome,83
3246,21,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-01-20 05:24:25.000,Chrome,83
3247,21,59.100.129.30,Commented `All rates are correct` in Report 07. Rate Check Report.,2022-01-20 05:25:18.000,Chrome,83
3248,21,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-01-20 05:25:50.000,Chrome,83
3249,21,59.100.129.30,Approved report 08.1. NA16.,2022-01-20 05:25:53.000,Chrome,83
3250,21,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-01-20 05:26:27.000,Chrome,83
3251,21,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-01-20 05:27:00.000,Chrome,83
3252,21,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-01-20 05:27:09.000,Chrome,83
3253,21,59.100.129.30,Commented `Balance` in Report 12. DM Float Log.,2022-01-20 05:27:44.000,Chrome,83
3254,21,59.100.129.30,Approved report 13. DMR.,2022-01-20 05:28:01.000,Chrome,83
3255,21,59.100.129.30,Commented `Micros is still down hence no report.  ` in Report 14. F & B Comp. & Void Audit.,2022-01-20 05:28:57.000,Chrome,83
3256,21,59.100.129.30,Commented `No manual transactions` in Report 16. Loyalty Points Audit.,2022-01-20 05:30:41.000,Chrome,83
3257,21,59.100.129.30,Approved report 15. Checklists.,2022-01-20 05:31:10.000,Chrome,83
3258,21,59.100.129.30,Commented `Micros is still down hence no report. Unable to determine number of dockets  charge to FO   ` in Report 14. F & B Comp. & Void Audit.,2022-01-20 05:32:50.000,Chrome,83
3259,21,59.100.129.30,Commented `No No Shows` in Report 04. No Show Rooms.,2022-01-20 05:33:38.000,Chrome,83
3260,21,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-01-20 05:33:55.000,Chrome,83
3261,21,59.100.129.30,Edited Complimentary Room details.,2022-01-20 05:34:03.000,Chrome,83
3262,21,59.100.129.30,Disapproved report 06. Complimentary Room Report.,2022-01-20 05:34:06.000,Chrome,83
3263,21,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-01-20 05:34:07.000,Chrome,83
3264,21,59.100.129.30,Submitted the summary report.,2022-01-20 05:34:11.000,Chrome,83
3265,24,59.100.129.30,Approved report 01. Credit Limit Report.,2022-01-20 11:32:04.000,Chrome,43
3266,24,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-01-20 11:32:05.000,Chrome,43
3267,24,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-01-20 11:32:06.000,Chrome,43
3268,24,59.100.129.30,Approved report 04. No Show Rooms.,2022-01-20 11:32:07.000,Chrome,43
3269,24,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-01-20 11:32:08.000,Chrome,43
3270,24,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-01-20 11:32:09.000,Chrome,43
3271,24,59.100.129.30,Approved report 07. Rate Check Report.,2022-01-20 11:32:10.000,Chrome,43
3272,24,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-01-20 11:32:11.000,Chrome,43
3273,24,59.100.129.30,Approved report 08.1. NA16.,2022-01-20 11:32:12.000,Chrome,43
3274,24,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-01-20 11:32:14.000,Chrome,43
3275,24,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-01-20 11:32:15.000,Chrome,43
3276,24,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-01-20 11:32:16.000,Chrome,43
3277,24,59.100.129.30,Approved report 12. DM Float Log.,2022-01-20 11:32:17.000,Chrome,43
3278,24,59.100.129.30,Approved report 13. DMR.,2022-01-20 11:32:18.000,Chrome,43
3279,24,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-01-20 11:32:20.000,Chrome,43
3280,24,59.100.129.30,Approved report 15. Checklists.,2022-01-20 11:32:20.000,Chrome,43
3281,24,59.100.129.30,Approved report 16. Loyalty Points Audit.,2022-01-20 11:32:21.000,Chrome,43
3282,24,59.100.129.30,Approved the summary report.,2022-01-20 11:32:22.000,Chrome,43
3283,9,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-01-20 12:36:13.000,Chrome,45
3284,9,59.100.129.30,Approved report 04. No Show Rooms.,2022-01-20 12:36:16.000,Chrome,45
3285,9,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-01-20 12:36:21.000,Chrome,45
3286,9,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-01-20 12:36:34.000,Chrome,45
3287,9,59.100.129.30,Approved report 07. Rate Check Report.,2022-01-20 12:36:59.000,Chrome,45
3288,9,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-01-20 12:37:03.000,Chrome,45
3289,9,59.100.129.30,Approved report 08.1. NA16.,2022-01-20 12:37:06.000,Chrome,45
3290,9,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-01-20 12:37:26.000,Chrome,45
3291,9,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-01-20 12:37:50.000,Chrome,45
3292,9,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-01-20 12:38:13.000,Chrome,45
3293,9,59.100.129.30,Approved report 12. DM Float Log.,2022-01-20 12:38:19.000,Chrome,45
3294,9,59.100.129.30,Approved report 13. DMR.,2022-01-20 12:38:21.000,Chrome,45
3295,9,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-01-20 12:38:24.000,Chrome,45
3296,9,59.100.129.30,Approved report 15. Checklists.,2022-01-20 12:38:26.000,Chrome,45
3297,9,59.100.129.30,Approved report 16. Loyalty Points Audit.,2022-01-20 12:38:48.000,Chrome,45
3298,9,59.100.129.30,Approved the summary report.,2022-01-20 12:38:50.000,Chrome,45
3299,9,59.100.129.30,Approved report 01. Credit Limit Report.,2022-01-20 12:39:05.000,Chrome,47
3300,9,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-01-20 12:39:06.000,Chrome,47
3301,9,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-01-20 12:40:06.000,Chrome,47
3302,9,59.100.129.30,Approved report 04. No Show Rooms.,2022-01-20 12:53:45.000,Chrome,47
3303,9,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-01-20 13:32:19.000,Chrome,47
3304,9,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-01-20 13:32:23.000,Chrome,47
3305,9,59.100.129.30,Approved report 07. Rate Check Report.,2022-01-20 13:32:26.000,Chrome,47
3306,9,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-01-20 13:32:27.000,Chrome,47
3307,9,59.100.129.30,Approved report 08.1. NA16.,2022-01-20 13:32:32.000,Chrome,47
3308,9,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-01-20 13:42:09.000,Chrome,47
3309,9,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-01-20 13:42:17.000,Chrome,47
3310,9,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-01-20 13:42:19.000,Chrome,47
3311,9,59.100.129.30,Approved report 12. DM Float Log.,2022-01-20 13:42:24.000,Chrome,47
3312,9,59.100.129.30,Approved report 13. DMR.,2022-01-20 13:42:27.000,Chrome,47
3313,9,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-01-20 13:42:51.000,Chrome,47
3314,9,59.100.129.30,Approved report 15. Checklists.,2022-01-20 13:42:55.000,Chrome,47
3315,9,59.100.129.30,Approved report 16. Loyalty Points Audit.,2022-01-20 13:43:00.000,Chrome,47
3316,9,59.100.129.30,Approved the summary report.,2022-01-20 13:51:09.000,Chrome,47
3317,9,59.100.129.30,Approved report 01. Credit Limit Report.,2022-01-20 13:51:28.000,Chrome,49
3318,9,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-01-20 13:51:46.000,Chrome,49
3319,9,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-01-20 13:52:51.000,Chrome,49
3320,9,59.100.129.30,Approved report 04. No Show Rooms.,2022-01-20 13:52:58.000,Chrome,49
3321,9,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-01-20 13:53:02.000,Chrome,49
3322,9,59.100.129.30,Approved report 07. Rate Check Report.,2022-01-20 13:53:25.000,Chrome,49
3323,9,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-01-20 13:53:38.000,Chrome,49
3324,9,59.100.129.30,Approved report 08.1. NA16.,2022-01-20 13:53:50.000,Chrome,49
3325,9,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-01-20 13:53:52.000,Chrome,49
3326,9,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-01-20 13:53:55.000,Chrome,49
3327,9,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-01-20 13:53:58.000,Chrome,49
3328,9,59.100.129.30,Approved report 12. DM Float Log.,2022-01-20 13:54:00.000,Chrome,49
3329,9,59.100.129.30,Approved report 13. DMR.,2022-01-20 13:54:01.000,Chrome,49
3330,9,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-01-20 13:54:10.000,Chrome,49
3331,9,59.100.129.30,Approved report 15. Checklists.,2022-01-20 13:54:13.000,Chrome,49
3332,9,59.100.129.30,Approved report 16. Loyalty Points Audit.,2022-01-20 13:55:17.000,Chrome,49
3333,9,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-01-20 13:55:52.000,Chrome,49
3334,9,59.100.129.30,Approved the summary report.,2022-01-20 13:55:56.000,Chrome,49
3335,9,59.100.129.30,Approved report 01. Credit Limit Report.,2022-01-20 15:02:06.000,Chrome,53
3336,9,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-01-20 15:02:43.000,Chrome,53
3337,9,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-01-20 15:03:28.000,Chrome,53
3338,9,59.100.129.30,Approved report 04. No Show Rooms.,2022-01-20 15:03:31.000,Chrome,53
3339,9,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-01-20 15:03:33.000,Chrome,53
3340,9,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-01-20 15:04:51.000,Chrome,53
3341,9,59.100.129.30,Approved report 07. Rate Check Report.,2022-01-20 15:04:55.000,Chrome,53
3342,9,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-01-20 15:04:57.000,Chrome,53
3343,9,59.100.129.30,Approved report 08.1. NA16.,2022-01-20 15:05:16.000,Chrome,53
3344,9,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-01-20 15:05:19.000,Chrome,53
3345,9,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-01-20 15:05:22.000,Chrome,53
3346,9,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-01-20 15:05:23.000,Chrome,53
3347,9,59.100.129.30,Approved report 12. DM Float Log.,2022-01-20 15:05:25.000,Chrome,53
3348,9,59.100.129.30,Approved report 13. DMR.,2022-01-20 15:05:27.000,Chrome,53
3349,9,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-01-20 15:05:29.000,Chrome,53
3350,9,59.100.129.30,Approved report 15. Checklists.,2022-01-20 15:05:34.000,Chrome,53
3351,9,59.100.129.30,Approved report 16. Loyalty Points Audit.,2022-01-20 15:06:01.000,Chrome,53
